complex_164w.pdb 0.000
#Interface RMSD
complex_157w.pdb 0.318
complex_182w.pdb 0.350
complex_160w.pdb 0.386
complex_133w.pdb 0.448
complex_181w.pdb 0.482
complex_148w.pdb 0.528
complex_185w.pdb 0.822
complex_153w.pdb 0.918
complex_141w.pdb 0.978
complex_175w.pdb 1.025
complex_143w.pdb 1.053
complex_21w.pdb 1.100
complex_86w.pdb 1.148
complex_195w.pdb 1.165
complex_81w.pdb 1.210
complex_95w.pdb 1.219
complex_84w.pdb 1.224
complex_59w.pdb 1.263
complex_89w.pdb 1.297
complex_30w.pdb 1.304
complex_146w.pdb 1.309
complex_73w.pdb 1.320
complex_56w.pdb 1.325
complex_136w.pdb 1.331
complex_79w.pdb 1.334
complex_100w.pdb 1.353
complex_105w.pdb 1.353
complex_87w.pdb 1.356
complex_24w.pdb 1.367
complex_92w.pdb 1.373
complex_80w.pdb 1.379
complex_75w.pdb 1.387
complex_88w.pdb 1.400
complex_10w.pdb 1.411
complex_53w.pdb 1.419
complex_27w.pdb 1.449
complex_94w.pdb 1.467
complex_167w.pdb 1.482
complex_108w.pdb 1.498
complex_64w.pdb 1.521
complex_118w.pdb 1.523
complex_25w.pdb 1.528
complex_46w.pdb 1.529
complex_140w.pdb 1.559
complex_58w.pdb 1.584
complex_178w.pdb 1.599
complex_113w.pdb 1.616
complex_196w.pdb 1.621
complex_174w.pdb 1.628
complex_83w.pdb 1.628
complex_16w.pdb 1.636
complex_115w.pdb 1.665
complex_97w.pdb 1.680
complex_99w.pdb 1.681
complex_176w.pdb 1.699
complex_78w.pdb 1.715
complex_190w.pdb 1.736
complex_109w.pdb 1.746
complex_37w.pdb 1.747
complex_197w.pdb 1.752
complex_93w.pdb 1.760
complex_77w.pdb 1.763
complex_132w.pdb 1.768
complex_122w.pdb 1.781
complex_161w.pdb 1.783
complex_101w.pdb 1.819
complex_90w.pdb 1.825
complex_31w.pdb 1.829
complex_121w.pdb 1.845
complex_152w.pdb 1.868
complex_68w.pdb 1.876
complex_145w.pdb 1.889
complex_135w.pdb 1.913
complex_150w.pdb 1.913
complex_166w.pdb 1.915
complex_32w.pdb 1.933
complex_162w.pdb 1.937
complex_138w.pdb 1.951
complex_151w.pdb 1.975
complex_98w.pdb 1.981
complex_179w.pdb 1.996
complex_102w.pdb 2.000
complex_117w.pdb 2.005
complex_41w.pdb 2.006
complex_192w.pdb 2.007
complex_144w.pdb 2.011
complex_29w.pdb 2.032
complex_11w.pdb 2.039
complex_103w.pdb 2.044
complex_165w.pdb 2.056
complex_199w.pdb 2.074
complex_130w.pdb 2.087
complex_51w.pdb 2.103
complex_112w.pdb 2.115
complex_177w.pdb 2.116
complex_193w.pdb 2.116
complex_70w.pdb 2.135
complex_65w.pdb 2.149
complex_2w.pdb 2.154
complex_163w.pdb 2.160
complex_82w.pdb 2.198
complex_106w.pdb 2.216
complex_47w.pdb 2.231
complex_158w.pdb 2.279
complex_172w.pdb 2.282
complex_62w.pdb 2.297
complex_131w.pdb 2.329
complex_61w.pdb 2.330
complex_6w.pdb 2.337
complex_180w.pdb 2.371
complex_155w.pdb 2.398
complex_104w.pdb 2.402
complex_137w.pdb 2.409
complex_139w.pdb 2.426
complex_156w.pdb 2.440
complex_63w.pdb 2.469
complex_45w.pdb 2.488
complex_54w.pdb 2.509
complex_3w.pdb 2.521
complex_18w.pdb 2.531
complex_71w.pdb 2.543
complex_52w.pdb 2.589
complex_168w.pdb 2.615
complex_50w.pdb 2.619
complex_198w.pdb 2.637
complex_191w.pdb 2.668
complex_126w.pdb 2.754
complex_114w.pdb 2.767
complex_14w.pdb 2.771
complex_147w.pdb 2.792
complex_183w.pdb 2.812
complex_154w.pdb 2.819
complex_169w.pdb 2.819
complex_128w.pdb 2.839
complex_159w.pdb 2.876
complex_22w.pdb 2.892
complex_28w.pdb 2.909
complex_39w.pdb 2.914
complex_149w.pdb 2.918
complex_55w.pdb 2.922
complex_189w.pdb 2.926
complex_12w.pdb 2.931
complex_188w.pdb 2.951
complex_15w.pdb 2.986
complex_125w.pdb 3.016
complex_173w.pdb 3.029
complex_9w.pdb 3.042
complex_194w.pdb 3.059
complex_20w.pdb 3.060
complex_40w.pdb 3.077
complex_85w.pdb 3.087
complex_33w.pdb 3.124
